Network_ID,Network_Identifiers,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
Network_1095.graphml,voles_begon_site_BHP_trapping_session_57,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,15,64,85,0.042,6,2.656,1.839,0.692,0.522,9.125,17.668,1.936,3.435,5.378,1.566,80,0.594,0.004,0.009,0.036866359,0.005,0.009,0.036917563,0.499,0.053,0.723,0.502,0.602,0.834,0.317676958,3,6,7,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1096.graphml,voles_begon_site_BHP_trapping_session_58,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,19,73,84,0.032,7,2.301,1.585,0.689,0.489,2.521,1.822,0.723,1.095,0.294,0.268,7,-0.011,0.01,0.019,0.079864371,0.011,0.02,0.08742641,0.399,0.215,0.433,0.641,0.782,0.82,0.583427098,5,7.2,8,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1097.graphml,voles_begon_site_BHP_trapping_session_59,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,15,93,131,0.031,10,2.817,1.989,0.706,1.363,3.871,2.822,0.729,1.374,0.681,0.496,13,0.012,0.011,0.03,0.139751553,0.012,0.03,0.139751553,0.474,0.149,0.469,0.675,0.813,0.83,0.526755757,7,6.714285714,10,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1098.graphml,voles_begon_site_BHP_trapping_session_60,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,15,98,139,0.029,7,2.837,1.682,0.593,0.478,4.571,3.347,0.732,1.612,0.971,0.602,17,0.328,0.015,0.032,0.138942583,0.016,0.032,0.138817297,0.459,0.115,0.525,0.724,0.807,0.897,0.633034321,6,8.5,17,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1099.graphml,voles_begon_site_BHP_trapping_session_61,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,19,89,104,0.027,6,2.337,1.39,0.595,0.246,4.404,3.64,0.827,1.885,1.476,0.783,16,0.223,0.002,0.005,0.023510972,0.002,0.005,0.023510972,0.424,0.072,0.56,0.537,0.73,0.736,0.240392706,4,5,8,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1100.graphml,voles_begon_site_BHP_trapping_session_62,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,25,69,58,0.025,4,1.681,1.186,0.706,0.718,2.87,2.413,0.841,1.707,0.965,0.565,10,0.453,0.001,0.001,0.007462687,0.001,0.001,0.007462687,0.287,0.07,0.614,0.305,0.605,0.504,0.120701101,3,3,5,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1101.graphml,voles_begon_site_BHP_trapping_session_63,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,23,50,31,0.025,2,1.24,0.65,0.524,-0.302,3.12,2.006,0.643,2.516,1.456,0.579,8,0.47,0,0.001,0.003401361,0,0.001,0.003401361,0.24,0.075,0.667,0.219,0.469,0.467,0.096774194,2,2.5,4,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1102.graphml,voles_begon_site_BHP_trapping_session_64,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,8,48,56,0.05,5,2.333,1.28,0.549,0.208,3.917,2.768,0.707,1.679,1.525,0.908,11,0.026,0.026,0.047,0.161887142,0.029,0.051,0.179155103,0.36,0.049,0.447,0.627,0.816,0.768,0.535790827,6,4.5,12,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1103.graphml,voles_begon_site_KCS_trapping_session_33,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,14,29,18,0.044,4,1.241,1.072,0.864,0.763,1.793,2.057,1.147,1.444,0.762,0.528,8,-0.2,0.001,0.004,0.018518519,0.002,0.004,0.021164021,0.213,0.078,0.429,0.167,0.5,0.334,0.222290144,2,3,3,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1104.graphml,voles_begon_site_KCS_trapping_session_34,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,14,23,9,0.036,2,0.783,0.657,0.839,0.297,1.043,1.083,1.038,1.333,0.667,0.5,4,-0.5,0.001,0.001,0.004329004,0.001,0.001,0.004329004,0,0,0,0,0,NA,0.222111167,1,3,2,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1105.graphml,voles_begon_site_KCS_trapping_session_35,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,10,20,13,0.068,3,1.3,1.005,0.773,0.304,1.7,1.229,0.723,1.308,0.462,0.353,4,0.495,0.002,0.006,0.023391813,0.003,0.006,0.023391813,0.283,0.163,0.643,0.22,0.42,0.524,0.307692308,2,2.5,3,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1106.graphml,voles_begon_site_KCS_trapping_session_36,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,10,30,24,0.055,4,1.6,0.952,0.595,0.452,2.2,1.681,0.764,1.375,0.633,0.46,7,-0.034,0.003,0.007,0.022167488,0.003,0.007,0.022167488,0.278,0.128,0.429,0.357,0.5,0.714,0.25,2,3.5,4,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1107.graphml,voles_begon_site_KCS_trapping_session_37,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,14,54,56,0.039,6,2.074,1.372,0.662,0.587,3.074,2.292,0.746,1.482,0.866,0.584,9,0.173,0.021,0.042,0.148040639,0.022,0.042,0.148040639,0.302,0.072,0.432,0.617,0.745,0.828,0.607164542,4,7,12,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1108.graphml,voles_begon_site_KCS_trapping_session_38,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,25,41,18,0.022,3,0.878,0.739,0.842,0.604,0.878,0.739,0.842,1,0,0,3,0.467,0,0,0.002564103,0,0,0.002564103,0.13,0.13,0.667,0,0.5,0,0.111117284,2,2,2,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1109.graphml,voles_begon_site_KCS_trapping_session_39,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,26,33,7,0.013,2,0.424,0.605,1.427,1.223,0.606,1.127,1.86,1.429,1.05,0.735,5,0.3,0,0.001,0.004032258,0,0.001,0.004032258,0,0,0,0.167,0.5,0.334,0.285877644,2,2,3,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1110.graphml,voles_begon_site_KCS_trapping_session_40,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,18,25,9,0.03,3,0.72,0.96,1.333,0.968,0.72,0.96,1.333,1,0,0,3,0.333,0.001,0.003,0.014492754,0.001,0.003,0.014492754,0.213,0.213,0.667,0.22,0.42,0.524,0.444444444,2,2.5,3,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1111.graphml,voles_begon_site_KCS_trapping_session_41,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,10,12,2,0.03,1,0.333,0.471,1.414,0.931,0.333,0.471,1.414,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,NA,0.500500501,1,2,1,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1112.graphml,voles_begon_site_KCS_trapping_session_42,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,14,17,3,0.022,1,0.353,0.478,1.354,0.74,0.353,0.478,1.354,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,NA,0.333277787,1,2,1,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1113.graphml,voles_begon_site_KCS_trapping_session_43,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,12,15,4,0.038,2,0.533,0.806,1.512,1.285,0.8,1.327,1.659,1.5,0.5,0.333,4,1,0,0,0,0,0,0,0.2,0.159,1,0,0,NA,0.750469043,1,3,1,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1114.graphml,voles_begon_site_KCS_trapping_session_44,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,9,21,20,0.095,5,1.905,1.509,0.792,0.284,3.524,3.231,0.917,1.85,1.152,0.623,10,0.457,0.006,0.014,0.052631579,0.007,0.016,0.052631579,0.397,0.119,0.714,0.184,0.601,0.306,0.349956255,3,2.666666667,4,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1115.graphml,voles_begon_site_KCS_trapping_session_45,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,14,25,12,0.04,2,0.96,0.774,0.806,0.078,2.24,2.337,1.043,2.333,1.374,0.589,8,0.314,0.002,0.004,0.014492754,0.002,0.004,0.014492754,0.12,0.076,0.429,0.219,0.469,0.467,0.25,2,2.5,4,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1116.graphml,voles_begon_site_KCS_trapping_session_46,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,8,44,51,0.054,7,2.318,1.474,0.636,0.772,3.273,2.219,0.678,1.412,1.191,0.843,10,0.194,0.012,0.022,0.107973422,0.012,0.023,0.107973422,0.253,0.035,0.417,0.473,0.584,0.81,0.470625147,3,6.666666667,7,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1117.graphml,voles_begon_site_KCS_trapping_session_47,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,4,63,111,0.057,8,3.524,1.918,0.544,0.386,6.032,3.621,0.6,1.712,1.069,0.624,16,0.076,0.062,0.091,0.339326635,0.071,0.108,0.451664526,0.481,0.133,0.447,0.688,0.816,0.843,0.864818118,7,8.428571429,13,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1118.graphml,voles_begon_site_KCS_trapping_session_48,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,4,79,160,0.052,14,4.051,2.628,0.649,1.086,7.722,5.374,0.696,1.906,1.264,0.663,22,0.226,0.049,0.086,0.3996004,0.054,0.1,0.401180169,0.487,0.13,0.453,0.668,0.839,0.796,0.818675808,8,9.25,15,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1119.graphml,voles_begon_site_KCS_trapping_session_49,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,17,84,124,0.036,11,2.952,2.236,0.757,1.215,6.476,5.797,0.895,2.194,1.767,0.805,32,0.544,0.002,0.004,0.028210403,0.002,0.005,0.028332844,0.546,0.121,0.67,0.418,0.551,0.759,0.371015615,3,7,5,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1120.graphml,voles_begon_site_KCS_trapping_session_50,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,12,59,72,0.042,6,2.441,1.521,0.623,0.62,4.136,3.17,0.766,1.694,0.995,0.587,13,0.399,0.006,0.011,0.047186933,0.006,0.012,0.052732406,0.396,0.188,0.488,0.499,0.749,0.666,0.333289358,4,4.5,5,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1121.graphml,voles_begon_site_KCS_trapping_session_51,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,23,56,42,0.027,5,1.5,1.15,0.767,0.521,2.214,2.127,0.961,1.476,1.314,0.89,8,0.157,0.002,0.005,0.023569024,0.002,0.005,0.023569024,0.301,0.049,0.466,0.479,0.666,0.719,0.30952381,3,4.333333333,6,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1122.graphml,voles_begon_site_KCS_trapping_session_52,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,22,34,13,0.023,2,0.765,0.73,0.954,0.432,1.235,1.496,1.211,1.615,1.146,0.71,5,0.071,0,0.001,0.001893939,0,0.001,0.001893939,0.088,0.032,0.5,0,0,NA,0.153787005,1,3,2,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1123.graphml,voles_begon_site_KCS_trapping_session_53,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,19,37,22,0.033,4,1.189,1.135,0.955,1.039,1.568,1.425,0.909,1.318,0.631,0.479,6,0.506,0.001,0.003,0.012698413,0.001,0.003,0.012698413,0.126,0.042,0.536,0.167,0.278,0.601,0.363694224,2,3.5,4,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1124.graphml,voles_begon_site_KCS_trapping_session_54,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,11,21,13,0.062,4,1.238,1.109,0.896,1.146,1.905,1.743,0.915,1.538,0.634,0.412,7,0.596,0.001,0.003,0.015789474,0.001,0.003,0.015789474,0.167,0.079,0.75,0.031,0.459,0.068,0.307715978,2,2.5,2,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1125.graphml,voles_begon_site_KCS_trapping_session_55,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,4,45,84,0.085,8,3.733,2.026,0.543,0.323,6.978,5.009,0.718,1.869,1.121,0.6,19,0.156,0.046,0.075,0.301268499,0.049,0.081,0.303911205,0.585,0.228,0.531,0.613,0.758,0.809,0.77387862,5,7.4,9,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1126.graphml,voles_begon_site_KCS_trapping_session_56,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,13,28,27,0.071,7,1.929,2.069,1.073,1.052,4.143,5.592,1.35,2.148,2.415,1.124,21,0.266,0.009,0.019,0.076923077,0.01,0.021,0.088319088,0.358,0.051,0.6,0.315,0.663,0.475,0.555432126,3,4.333333333,4,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1127.graphml,voles_begon_site_KCS_trapping_session_57,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,14,35,25,0.042,5,1.429,1.358,0.95,0.836,1.657,1.53,0.923,1.16,0.367,0.316,5,-0.104,0.017,0.033,0.110516934,0.017,0.034,0.110516934,0.123,0.067,0.279,0.506,0.663,0.763,0.639808058,3,5.333333333,8,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1128.graphml,voles_begon_site_KCS_trapping_session_58,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,14,33,27,0.051,4,1.636,1.298,0.793,0.401,2,1.651,0.826,1.222,0.956,0.782,6,0.567,0.002,0.005,0.02016129,0.002,0.005,0.02016129,0.268,0.045,0.667,0.211,0.483,0.437,0.296362155,3,2.666666667,5,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1129.graphml,voles_begon_site_KCS_trapping_session_59,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,11,44,54,0.057,6,2.455,1.698,0.692,0.411,4,3.162,0.79,1.63,1.175,0.721,14,0.209,0.008,0.013,0.049833887,0.008,0.014,0.049833887,0.436,0.079,0.57,0.39,0.63,0.619,0.351786706,4,3.75,8,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1130.graphml,voles_begon_site_KCS_trapping_session_60,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,12,62,79,0.042,8,2.548,1.623,0.637,0.908,4.355,4.469,1.026,1.709,1.608,0.941,24,0.16,0.013,0.025,0.120765027,0.014,0.026,0.132377049,0.385,0.057,0.397,0.553,0.822,0.673,0.481085735,8,4.25,9,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1131.graphml,voles_begon_site_KCS_trapping_session_61,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,18,70,80,0.033,6,2.286,1.623,0.71,0.517,3.829,3.056,0.798,1.675,0.972,0.58,13,0.401,0.011,0.02,0.078005115,0.011,0.022,0.10400682,0.365,0.097,0.508,0.633,0.813,0.779,0.512435946,6,5.5,10,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1132.graphml,voles_begon_site_KCS_trapping_session_62,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,14,34,25,0.045,4,1.471,1.118,0.76,0.425,2.353,2.027,0.861,1.6,0.8,0.5,9,0.109,0.004,0.009,0.039772727,0.004,0.009,0.039772727,0.309,0.118,0.455,0.364,0.586,0.621,0.279921622,3,3,5,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1133.graphml,voles_begon_site_KCS_trapping_session_63,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,19,37,22,0.033,4,1.189,1.061,0.892,0.618,1.459,1.463,1.003,1.227,0.419,0.341,6,0.545,0.004,0.01,0.038095238,0.005,0.01,0.038095238,0.225,0.124,0.48,0.372,0.705,0.528,0.363694224,4,2.75,7,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1134.graphml,voles_begon_site_KCS_trapping_session_64,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,11,31,33,0.071,4,2.129,1.497,0.703,-0.371,4.194,3.383,0.807,1.97,1.218,0.618,10,-0.005,0.007,0.01,0.036781609,0.008,0.013,0.047509579,0.382,0.155,0.542,0.287,0.62,0.463,0.303034894,3,3.333333333,4,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1135.graphml,voles_begon_site_PLJ_trapping_session_33,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,9,12,4,0.061,2,0.667,0.85,1.274,0.906,0.833,1.143,1.372,1.25,0.433,0.346,3,1,0,0,0,0.001,0.003,0.009090909,0.25,0.157,1,0,0,NA,0.749625187,1,3,1,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1136.graphml,voles_begon_site_PLJ_trapping_session_34,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,6,13,7,0.09,2,1.077,0.73,0.678,-0.153,1.231,0.973,0.79,1.143,0.35,0.306,3,0.417,0.023,0.036,0.090909091,0.023,0.036,0.090909091,0,0,0,0.26,0.66,0.394,0.428540819,3,2,5,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
