graphfile,Species,Class,Population type,Geographical Location,Data collection technique,Interaction type,Definition of interaction,Edge weight type,Total duration of data collection,Time resolution of data collection,Number of nodes,Number of edges,Network density,Average degree,Highest degree,CV degree,Skewness,Node strength (average),Node strength (standard deviation),Edge strength (average),Edge strength (standard deviation),Degree assortativity,Betweenness centrality (average),Betweenness centrality (standard deviation),Weighted betweeness centrality (average),Weighted betweenness centrality (standard deviation),Clustering coefficient (average),Weighted clustering coefficient (average),Transitivity,Newman modularity (Q),Maximum modularity (Qmax),Relative modularity (Qrel),Network cohesion,Number of modules,Average module size,Note,Citation
voles_begon_site_ROB_trapping_session_30.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,51,48,0.038,1.882,5,0.695,0.791,3.02,2.236,1.604,0.995,0.658,0.005,0.008,0.005,0.008,0.308,0.107,0.523,0.389,0.539,0.722,0.35423308537017356,3,4.333333333333333,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_31.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,27,24,0.068,1.778,3,0.515,-0.141,2.37,1.191,1.333,0.553,-0.259,0.021,0.031,0.022,0.031,0.148,0.057,0.2,0.469,0.635,0.739,0.41661458984293626,3,4.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_32.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,20,13,0.068,1.3,3,0.734,0.073,2.6,2.223,2.0,1.24,0.0,0.02,0.034,0.02,0.034,0.117,0.023,0.231,0.438,0.66,0.664,0.5384615384615384,3,3.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_33.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,9,3,0.083,0.667,1,0.706,-1.028,0.889,0.737,1.333,0.471,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.3331667499583541,1,2.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_34.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,12,5,0.076,0.833,3,1.372,1.308,1.333,1.795,1.6,0.8,-0.563,0.009,0.02,0.011,0.024,0.139,0.058,0.429,0.08,0.48,0.167,0.6002400960384154,2,2.5,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_35.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,12,3,0.045,0.5,1,1.0,0.0,0.5,0.5,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.3333333333333333,1,2.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_36.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,9,2,0.056,0.444,1,1.119,0.327,0.444,0.497,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.5005005005005004,1,2.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_37.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,12,4,0.061,0.667,3,1.54,1.521,1.0,1.633,1.5,0.5,-0.714,0.003,0.01,0.003,0.01,0.194,0.154,0.6,0.0,0.5,0.0,0.4997501249375312,2,2.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_38.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,7,2,0.095,0.571,1,0.867,-0.467,0.857,0.833,1.5,0.5,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.5003752814610959,1,2.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_39.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,15,2,0.019,0.267,1,1.655,1.304,0.267,0.442,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.4993757802746566,1,2.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_40.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,15,1,0.01,0.133,1,2.556,2.669,0.133,0.34,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.0025062656641603,1,2.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_41.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_42.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_43.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,11,2,0.036,0.364,1,1.321,0.759,0.364,0.481,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.4995004995004995,1,2.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_44.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,35,21,0.035,1.2,4,0.74,1.165,2.0,1.454,1.667,0.891,0.174,0.0,0.002,0.0,0.002,0.157,0.048,0.5,0.08,0.48,0.167,0.14285714285714288,2,2.5,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_45.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,67,89,0.04,2.657,7,0.687,0.414,4.358,3.577,1.64,0.864,0.225,0.017,0.038,0.018,0.038,0.42,0.171,0.591,0.711,0.776,0.916,0.6516158387587841,5,7.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_46.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,73,122,0.046,3.342,9,0.683,0.725,4.767,3.414,1.426,0.689,0.259,0.044,0.067,0.046,0.069,0.471,0.135,0.561,0.722,0.791,0.913,0.8771714091307805,6,10.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_47.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,99,184,0.038,3.717,14,0.677,1.478,7.253,6.185,1.951,1.695,0.147,0.021,0.054,0.022,0.055,0.559,0.091,0.531,0.728,0.811,0.898,0.7826448504414606,7,10.571428571428571,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_48.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,54,40,0.028,1.481,5,0.819,0.87,2.407,2.586,1.625,1.239,-0.187,0.002,0.005,0.002,0.005,0.187,0.055,0.254,0.38,0.713,0.533,0.2500812764148348,4,3.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_49.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,90,138,0.034,3.067,8,0.63,0.649,5.822,4.834,1.899,1.476,0.292,0.011,0.021,0.011,0.022,0.473,0.112,0.503,0.641,0.815,0.787,0.5144368365757345,6,7.833333333333333,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_50.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,110,152,0.025,2.764,10,0.785,0.862,5.255,5.488,1.901,1.385,0.338,0.003,0.009,0.003,0.009,0.48,0.128,0.632,0.635,0.745,0.852,0.4275753190369689,5,7.4,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_51.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,113,104,0.016,1.841,6,0.684,0.719,3.133,2.636,1.702,1.159,0.352,0.0,0.0,0.0,0.0,0.507,0.157,0.712,0.3,0.5,0.6,0.11536631207548802,2,4.5,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_52.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,90,93,0.023,2.067,6,0.664,0.594,5.333,5.329,2.581,2.494,0.479,0.0,0.001,0.0,0.001,0.54,0.097,0.766,0.425,0.478,0.889,0.1935171746492501,2,5.5,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_53.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,58,26,0.016,0.897,3,0.987,0.841,1.276,1.483,1.423,0.689,0.218,0.0,0.0,0.0,0.0,0.109,0.043,0.45,0.08,0.48,0.167,0.11532695190866105,2,2.5,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_54.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,71,59,0.024,1.662,4,0.543,0.388,2.676,2.269,1.61,1.541,0.083,0.0,0.001,0.0,0.001,0.315,0.039,0.485,0.25,0.5,0.5,0.10169319164081965,2,3.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_55.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,63,77,0.039,2.444,7,0.651,0.951,4.952,3.748,2.026,1.173,0.19,0.001,0.002,0.001,0.002,0.489,0.164,0.597,0.184,0.605,0.304,0.14288312160652586,3,3.3333333333333335,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_56.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,20,17,0.089,1.7,4,0.698,0.487,2.6,1.685,1.529,0.848,0.376,0.009,0.023,0.009,0.024,0.283,0.098,0.577,0.393,0.483,0.814,0.5882352941176471,2,4.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_57.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,45,36,0.036,1.6,5,0.69,0.789,2.311,1.799,1.444,0.724,0.161,0.005,0.009,0.005,0.009,0.261,0.087,0.367,0.429,0.737,0.582,0.25,4,3.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_58.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,59,55,0.032,1.864,8,0.793,1.508,3.458,3.743,1.855,1.494,0.232,0.002,0.003,0.002,0.003,0.368,0.095,0.536,0.288,0.499,0.577,0.27278678984505705,2,5.5,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_59.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,94,106,0.024,2.255,6,0.607,0.626,3.0,1.93,1.33,0.625,0.062,0.003,0.007,0.003,0.007,0.412,0.131,0.421,0.581,0.732,0.794,0.26418832853705715,5,4.8,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_60.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,94,107,0.024,2.277,6,0.609,0.444,3.489,2.645,1.533,0.835,0.384,0.004,0.008,0.004,0.008,0.4,0.116,0.502,0.63,0.809,0.779,0.29901232491426755,6,4.5,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_61.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,88,113,0.03,2.568,7,0.595,0.539,4.068,2.54,1.584,0.859,0.147,0.027,0.051,0.028,0.052,0.421,0.104,0.525,0.763,0.864,0.883,0.628363069951855,8,6.625,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_62.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,82,96,0.029,2.341,7,0.616,0.508,3.39,2.076,1.448,0.734,0.315,0.003,0.005,0.003,0.005,0.452,0.162,0.505,0.573,0.715,0.801,0.1875371167210177,4,4.25,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_63.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,57,65,0.041,2.281,5,0.602,0.272,4.0,2.727,1.754,0.878,0.229,0.004,0.008,0.004,0.009,0.408,0.171,0.482,0.48,0.73,0.658,0.3230346800802972,4,4.5,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_ROB_trapping_session_64.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,28,23,0.061,1.643,3,0.466,-0.278,2.714,1.278,1.652,0.698,0.111,0.009,0.017,0.01,0.016,0.214,0.116,0.261,0.345,0.745,0.463,0.26084688287974955,4,2.5,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
UNweighted_zebra_interaction.graphml,Equus grevyi,Mammalia,free-ranging,Kenya,survey scan,group membership,A group was defined as a set of one or more individuals that is spatially cohesive and distinct from other groups at the time of observation. Edges were constructed based on half-weight index (HWI).,unweighted,3 months,nan,27,111,0.316,8.222,14,0.579,-0.132,8.222,4.764,1.0,0.0,0.718,0.025,0.05,0.025,0.05,0.876,0.876,0.845,0.203,0.346,0.587,0.8108327252087895,3,7.666666666666667,nan,"Siva R Sundaresan, Ilya R Fischhoff, Jonathan Dushoff, <br> and Daniel I Rubenstein. Network metrics reveal <br> differences in social organization between two fission-fusion <br> species, Grevy's zebra and onager. Oecologia, 151(1):140-149, <br> 2007."
tortoise_sah_network_BSV_aggregate_year_1996_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,75,7,0.003,0.187,2,2.422,2.521,0.187,0.453,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.5,0.334,0.28520499108734404,2,2.0,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
